Sentence #,Word,POS,Tag
3516,trong,O,O
3516,đây,O,O
3516,tối,O,O
3516,"nhỉ,",O,O
3516,bật,O,B-cm
3516,cái,O,O
3516,đèn,O,B-dv
3516,cây,O,E-dv
3516,lên,O,O
3516,đi,O,O
3516,em,O,O
3516,ơi,O,O
3517,em,O,O
3517,"ơi,",O,O
3517,tắt,O,B-cm
3517,cho,O,O
3517,anh,O,O
3517,cái,O,O
3517,máy,O,B-dv
3517,rửa,O,I-dv
3517,bát,O,E-dv
3517,với,O,O
3518,em,O,O
3518,ơi,O,O
3518,mở,O,B-cm
3518,giúp,O,O
3518,anh,O,O
3518,cái,O,O
3518,loa,O,B-dv
3518,với,O,O
3519,đóng,O,B-cm
3519,cái,O,O
3519,vòi,O,B-dv
3519,hoa,O,I-dv
3519,sen,O,E-dv
3519,trong,O,O
3519,phòng,O,B-loc
3519,tắm,O,I-loc
3519,của,O,I-loc
3519,ông,O,I-loc
3519,bà,O,E-loc
3519,đi,O,O
3520,bạn,O,O
3520,ơi,O,O
3520,camera,O,B-dv
3520,bị,O,O
3520,mất,O,O
3520,kết,O,O
3520,nối,O,O
3520,rồi,O,O
3520,kiểm,O,B-cm
3520,tra,O,E-cm
3520,giúp,O,O
3520,mình,O,O
3520,với,O,O
3521,hút,O,O
3521,rồi,O,O
3521,mà,O,O
3521,vẫn,O,O
3521,không,O,O
3521,sạch,O,O
3521,"nhỉ,",O,O
3521,kiểm,O,B-cm
3521,tra,O,E-cm
3521,cho,O,O
3521,anh,O,O
3521,mấy,O,O
3521,cái,O,O
3521,máy,O,B-dv
3521,hút,O,I-dv
3521,bụi,O,E-dv
3521,xem,O,O
3521,có,O,O
3521,hỏng,O,O
3521,không,O,O
3521,nhá,O,O
3522,sao,O,O
3522,nóng,O,O
3522,thế,O,O
3522,nhỉ,O,O
3522,em,O,O
3522,ơi,O,O
3522,mở,O,B-cm
3522,giúp,O,O
3522,anh,O,O
3522,cái,O,O
3522,điều,O,B-dv
3522,hòa,O,E-dv
3522,với,O,O
3522,anh,O,O
3522,đang,O,O
3522,ở,O,O
3522,phòng,O,B-loc
3522,chơi,O,I-loc
3522,game,O,E-loc
3522,này,O,O
3523,bạn,O,O
3523,đóng,O,B-cm
3523,cho,O,O
3523,tớ,O,O
3523,cái,O,O
3523,màn,O,B-dv
3523,cửa,O,E-dv
3523,ở,O,O
3523,phòng,O,B-loc
3523,cuối,O,E-loc
3523,với,O,O
3524,kiểm,O,B-cm
3524,tra,O,E-cm
3524,giúp,O,O
3524,anh,O,O
3524,cái,O,O
3524,máy,O,B-dv
3524,rửa,O,I-dv
3524,bát,O,E-dv
3525,bạn,O,O
3525,bật,O,B-cm
3525,giúp,O,O
3525,mình,O,O
3525,cái,O,O
3525,bóng,O,B-dv
3525,ốp,O,I-dv
3525,trần,O,E-dv
3526,em,O,O
3526,"ơi,",O,O
3526,mở,O,B-cm
3526,điều,O,B-dv
3526,hòa,O,E-dv
3526,cho,O,O
3526,anh,O,O
3526,lúc,O,O
3526,5,O,B-ta
3526,giờ,O,I-ta
3526,42,O,I-ta
3526,phút,O,E-ta
3526,nhớ,O,O
3527,em,O,O
3527,giảm,O,B-cm
3527,cho,O,O
3527,anh,O,O
3527,cái,O,O
3527,vòi,O,B-dv
3527,hoa,O,I-dv
3527,sen,O,E-dv
3527,xuống,O,O
3527,với,O,O
3528,bây,O,O
3528,giờ,O,O
3528,anh,O,O
3528,phải,O,O
3528,ra,O,O
3528,ngoài,O,O
3528,đóng,O,B-cm
3528,giúp,O,O
3528,anh,O,O
3528,cái,O,O
3528,cửa,O,B-dv
3528,cuốn,O,E-dv
3528,nhé,O,O
3529,bật,O,B-cm
3529,máy,O,B-dv
3529,giặt,O,E-dv
3529,nhá,O,O
3530,bạn,O,O
3530,"ơi,",O,O
3530,đóng,O,B-cm
3530,hộ,O,O
3530,mình,O,O
3530,cái,O,O
3530,rèm,O,B-dv
3530,ở,O,O
3530,trong,O,O
3530,phòng,O,B-loc
3530,tắm,O,E-loc
3530,nhé,O,O
3531,nhớ,O,O
3531,tắt,O,B-cm
3531,cái,O,O
3531,đèn,O,B-dv
3531,tường,O,E-dv
3531,nha,O,O
3531,em,O,O
3531,ơi,O,O
3532,đóng,O,B-cm
3532,cho,O,O
3532,anh,O,O
3532,cái,O,O
3532,rèm,O,B-dv
3532,cửa,O,E-dv
3532,ở,O,O
3532,phòng,O,B-loc
3532,đợi,O,E-loc
3532,nhé,O,O
3533,tôi,O,O
3533,muốn,O,O
3533,đóng,O,B-cm
3533,cái,O,O
3533,cửa,O,B-dv
3533,cuốn,O,E-dv
3533,bạn,O,O
3533,giúp,O,O
3533,mình,O,O
3533,nhé,O,O
3534,em,O,O
3534,tăng,O,B-cm
3534,cho,O,O
3534,anh,O,O
3534,cái,O,O
3534,bóng,O,B-dv
3534,âm,O,I-dv
3534,trần,O,E-dv
3534,lên,O,O
3534,27%,O,B-tn
3534,nhá,O,O
3535,bạn,O,O
3535,ơi,O,O
3535,kiểm,O,B-cm
3535,tra,O,E-cm
3535,cho,O,O
3535,mình,O,O
3535,cái,O,O
3535,lò,O,B-dv
3535,sưởi,O,E-dv
3535,với,O,O
3536,mở,O,B-cm
3536,cho,O,O
3536,anh,O,O
3536,cái,O,O
3536,camera,O,B-dv
3536,nhá,O,O
3537,bạn,O,O
3537,"ơi,",O,O
3537,đóng,O,B-cm
3537,cho,O,O
3537,mình,O,O
3537,cái,O,O
3537,van,O,B-dv
3537,nước,O,E-dv
3537,trong,O,O
3537,phòng,O,B-loc
3537,vệ,O,I-loc
3537,sinh,O,I-loc
3537,số,O,I-loc
3537,9,O,E-loc
3537,đi,O,O
3538,em,O,O
3538,bật,O,B-cm
3538,cho,O,O
3538,anh,O,O
3538,cái,O,O
3538,đèn,O,B-dv
3538,cổng,O,E-dv
3538,với,O,O
3539,mở,O,B-cm
3539,cho,O,O
3539,anh,O,O
3539,cái,O,O
3539,máy,O,B-dv
3539,hút,O,I-dv
3539,ẩm,O,E-dv
3539,với,O,O
3539,trợ,O,O
3539,lý,O,O
3539,ơi,O,O
3540,tăng,O,B-cm
3540,cho,O,O
3540,mình,O,O
3540,cái,O,O
3540,van,O,B-dv
3540,tưới,O,E-dv
3540,lên,O,O
3540,nhé,O,O
3540,bạn,O,O
3541,em,O,O
3541,"ơi,",O,O
3541,nấu,O,O
3541,ăn,O,O
3541,mùi,O,O
3541,"quá,",O,O
3541,bật,O,B-cm
3541,hộ,O,O
3541,anh,O,O
3541,cái,O,O
3541,máy,O,B-dv
3541,hút,O,I-dv
3541,mùi,O,E-dv
3542,em,O,O
3542,ơi,O,O
3542,cái,O,O
3542,đèn,O,B-dv
3542,trần,O,E-dv
3542,làm,O,O
3542,sao,O,O
3542,ý,O,O
3542,anh,O,O
3542,bật,O,O
3542,mãi,O,O
3542,không,O,O
3542,lên,O,O
3542,em,O,O
3542,kiểm,O,B-cm
3542,tra,O,E-cm
3542,giúp,O,O
3542,anh,O,O
3542,với,O,O
3543,bạn,O,O
3543,có,O,O
3543,thể,O,O
3543,giúp,O,O
3543,tôi,O,O
3543,mở,O,B-cm
3543,cửa,O,B-dv
3543,được,O,O
3543,không,O,O
3544,em,O,O
3544,ơi,O,O
3544,cái,O,O
3544,lò,O,B-dv
3544,sưởi,O,E-dv
3544,nó,O,O
3544,bị,O,O
3544,làm,O,O
3544,sao,O,O
3544,ý,O,O
3544,anh,O,O
3544,bật,O,O
3544,mãi,O,O
3544,không,O,O
3544,lên,O,O
3544,em,O,O
3544,kiểm,O,B-cm
3544,tra,O,E-cm
3544,giúp,O,O
3544,anh,O,O
3544,với,O,O
3545,em,O,O
3545,ơi,O,O
3545,đóng,O,B-cm
3545,cho,O,O
3545,anh,O,O
3545,cái,O,O
3545,màn,O,B-dv
3545,cuốn,O,E-dv
3545,"nhá,",O,O
3545,anh,O,O
3545,sắp,O,O
3545,ra,O,O
3545,khỏi,O,O
3545,nhà,O,O
3545,rồi,O,O
3546,tối,O,O
3546,quá,O,O
3546,bật,O,B-cm
3546,giúp,O,O
3546,mình,O,O
3546,cái,O,O
3546,bóng,O,B-dv
3546,chùm,O,E-dv
3546,với,O,O
3547,quên,O,O
3547,"mất,",O,O
3547,kiểm,O,B-cm
3547,tra,O,E-cm
3547,cho,O,O
3547,mình,O,O
3547,cái,O,O
3547,đèn,O,B-dv
3547,ốp,O,I-dv
3547,tường,O,E-dv
3547,được,O,O
3547,không,O,O
3548,tăng,O,B-cm
3548,bóng,O,B-dv
3548,đứng,O,E-dv
3548,trên,O,O
3548,sân,O,B-loc
3548,thượng,O,E-loc
3548,lên,O,O
3548,giúp,O,O
3548,anh,O,O
3549,em,O,O
3549,ơi,O,O
3549,đóng,O,B-cm
3549,lò,O,B-dv
3549,nướng,O,E-dv
3549,trong,O,O
3549,nhà,O,B-loc
3549,bếp,O,I-loc
3549,số,O,I-loc
3549,8,O,E-loc
3549,hộ,O,O
3549,chị,O,O
3550,tắt,O,B-cm
3550,hộ,O,O
3550,mình,O,O
3550,cái,O,O
3550,đèn,O,B-dv
3550,thả,O,E-dv
3551,em,O,O
3551,ơi,O,O
3551,giảm,O,B-cm
3551,cho,O,O
3551,anh,O,O
3551,mấy,O,O
3551,cái,O,O
3551,đèn,O,B-dv
3551,compact,O,E-dv
3551,ở,O,O
3551,trên,O,O
3551,gác,O,B-loc
3551,xép,O,E-loc
3551,nhé,O,O
3552,đến,O,O
3552,lúc,O,O
3552,đi,O,O
3552,ngủ,O,O
3552,"rồi,",O,O
3552,đóng,O,B-cm
3552,rèm,O,B-dv
3552,phòng,O,B-loc
3552,ngủ,O,E-loc
3552,giúp,O,O
3552,mình,O,O
3552,với,O,O
3553,bạn,O,O
3553,ơi,O,O
3553,đóng,O,B-cm
3553,giùm,O,O
3553,mình,O,O
3553,cái,O,O
3553,rèm,O,B-dv
3553,cửa,O,E-dv
3553,với,O,O
3554,vào,O,O
3554,lúc,O,O
3554,4,O,B-ta
3554,giờ,O,I-ta
3554,12,O,I-ta
3554,phút,O,E-ta
3554,thì,O,O
3554,tăng,O,B-cm
3554,cái,O,O
3554,đèn,O,B-dv
3554,làm,O,I-dv
3554,việc,O,E-dv
3554,ở,O,O
3554,trong,O,O
3554,phòng,O,B-loc
3554,học,O,E-loc
3554,lên,O,O
3554,mức,O,O
3554,83%,O,B-tn
3554,hộ,O,O
3554,mình,O,O
3554,nhé,O,O
3555,đủ,O,O
3555,rồi,O,O
3555,đóng,O,B-cm
3555,vòi,O,B-dv
3555,tưới,O,E-dv
3555,đi,O,O
3555,em,O,O
3556,tăng,O,B-cm
3556,cho,O,O
3556,mình,O,O
3556,cái,O,O
3556,bóng,O,B-dv
3556,thả,O,E-dv
3556,ở,O,O
3556,sân,O,B-loc
3556,trước,O,E-loc
3556,với,O,O
3557,mở,O,B-cm
3557,giúp,O,O
3557,tôi,O,O
3557,cái,O,O
3557,camera,O,B-dv
3557,này,O,O
3557,với,O,O
3558,tắt,O,B-cm
3558,giúp,O,O
3558,anh,O,O
3558,cái,O,O
3558,đèn,O,B-dv
3558,cây,O,E-dv
3559,em,O,O
3559,"ơi,",O,O
3559,mở,O,B-cm
3559,cho,O,O
3559,anh,O,O
3559,cái,O,O
3559,máy,O,B-dv
3559,lạnh,O,E-dv
3559,ở,O,O
3559,nhà,O,B-loc
3559,bếp,O,E-loc
3559,ý,O,O
3560,em,O,O
3560,mở,O,B-cm
3560,giúp,O,O
3560,anh,O,O
3560,cái,O,O
3560,ti,O,B-dv
3560,vi,O,E-dv
3560,trong,O,O
3560,phòng,O,B-loc
3560,họp,O,I-loc
3560,gia,O,I-loc
3560,đình,O,E-loc
3560,nhé,O,O
3561,bạn,O,O
3561,tắt,O,B-cm
3561,cho,O,O
3561,tớ,O,O
3561,cái,O,O
3561,đèn,O,B-dv
3561,compact,O,E-dv
3561,ở,O,O
3561,hè,O,B-loc
3561,trước,O,E-loc
3561,đi,O,O
3561,với,O,O
3562,đèn,O,O
3562,chói,O,O
3562,"quá,",O,O
3562,giảm,O,B-cm
3562,bớt,O,O
3562,bóng,O,B-dv
3562,tròn,O,E-dv
3562,khoảng,O,O
3562,4%,O,B-cv
3562,giúp,O,O
3562,anh,O,O
3563,mùi,O,O
3563,kinh,O,O
3563,"quá,",O,O
3563,mở,O,B-cm
3563,anh,O,O
3563,mấy,O,O
3563,cái,O,O
3563,quạt,O,B-dv
3563,hút,O,I-dv
3563,mùi,O,E-dv
3563,nhá,O,O
3564,21,O,B-ta
3564,giờ,O,I-ta
3564,57,O,I-ta
3564,phút,O,E-ta
3564,anh,O,O
3564,đi,O,O
3564,ngủ,O,O
3564,em,O,O
3564,kiểm,O,B-cm
3564,tra,O,E-cm
3564,bóng,O,B-dv
3564,treo,O,I-dv
3564,tường,O,E-dv
3564,nhé,O,O
3565,chỗ,O,O
3565,này,O,O
3565,tối,O,O
3565,"lắm,",O,O
3565,tăng,O,B-cm
3565,cái,O,O
3565,bóng,O,B-dv
3565,ốp,O,I-dv
3565,trần,O,E-dv
3565,thêm,O,O
3565,99%,O,B-cv
3565,đi,O,O
3566,mở,O,B-cm
3566,cho,O,O
3566,chị,O,O
3566,cái,O,O
3566,bình,O,B-dv
3566,nóng,O,I-dv
3566,lạnh,O,E-dv
3566,để,O,O
3566,chị,O,O
3566,đi,O,O
3566,tắm,O,O
3566,với,O,O
3567,đóng,O,B-cm
3567,cái,O,O
3567,lò,O,B-dv
3567,nướng,O,E-dv
3567,giúp,O,O
3567,anh,O,O
3567,"với,",O,O
3567,ở,O,O
3567,nhà,O,B-loc
3567,bếp,O,I-loc
3567,số,O,I-loc
3567,8,O,E-loc
3567,ấy,O,O
3568,tủ,O,B-dv
3568,lạnh,O,E-dv
3568,mở,O,O
3568,kìa,O,O
3568,đóng,O,B-cm
3568,đi,O,O
3568,em,O,O
3568,ơi,O,O
3569,em,O,O
3569,ơi,O,O
3569,cái,O,O
3569,đèn,O,B-dv
3569,ốp,O,I-dv
3569,trần,O,E-dv
3569,ở,O,O
3569,hiên,O,B-loc
3569,trước,O,E-loc
3569,chập,O,O
3569,chờn,O,O
3569,quá,O,O
3569,kiểm,O,B-cm
3569,tra,O,E-cm
3569,giúp,O,O
3569,anh,O,O
3569,đi,O,O
3570,sắp,O,O
3570,đến,O,O
3570,giờ,O,O
3570,đi,O,O
3570,ngủ,O,O
3570,rồi,O,O
3570,bật,O,B-cm
3570,cho,O,O
3570,anh,O,O
3570,cái,O,O
3570,đèn,O,B-dv
3570,ngủ,O,E-dv
3570,đi,O,O
3571,đi,O,O
3571,ngủ,O,O
3571,thôi,O,O
3571,em,O,O
3571,tắt,O,B-cm
3571,giúp,O,O
3571,chị,O,O
3571,cái,O,O
3571,máy,O,B-dv
3571,tính,O,I-dv
3571,xách,O,I-dv
3571,tay,O,E-dv
3571,với,O,O
3573,kiểm,O,B-cm
3573,tra,O,E-cm
3573,đèn,O,B-dv
3573,tranh,O,E-dv
3573,giúp,O,O
3573,mình,O,O
3573,nhé,O,O
3574,14,O,B-ta
3574,giờ,O,I-ta
3574,31,O,I-ta
3574,phút,O,E-ta
3574,anh,O,O
3574,về,O,O
3574,em,O,O
3574,bật,O,B-cm
3574,đèn,O,B-dv
3574,cổng,O,E-dv
3574,ở,O,O
3574,hè,O,B-loc
3574,nhé,O,O
3575,em,O,O
3575,ơi,O,O
3575,tắt,O,B-cm
3575,hộ,O,O
3575,chị,O,O
3575,cái,O,O
3575,máy,O,B-dv
3575,rửa,O,I-dv
3575,bát,O,E-dv
3575,với,O,O
3576,bạn,O,O
3576,giúp,O,O
3576,mình,O,O
3576,đóng,O,B-cm
3576,cái,O,O
3576,màn,O,B-dv
3576,cửa,O,E-dv
3576,nhé,O,O
3577,em,O,O
3577,ơi,O,O
3577,giảm,O,B-cm
3577,bóng,O,B-dv
3577,tuýp,O,E-dv
3577,giúp,O,O
3577,anh,O,O
3577,"nhé,",O,O
3577,sáng,O,O
3577,rồi,O,O
3578,kiểm,O,B-cm
3578,tra,O,E-cm
3578,hộ,O,O
3578,anh,O,O
3578,cái,O,O
3578,đèn,O,B-dv
3578,tuýp,O,E-dv
3578,với,O,O
3579,tăng,O,B-cm
3579,giúp,O,O
3579,tôi,O,O
3579,cái,O,O
3579,van,O,B-dv
3579,tưới,O,E-dv
3579,với,O,O
3580,nóng,O,O
3580,quá,O,O
3580,mở,O,B-cm
3580,điều,O,B-dv
3580,hòa,O,E-dv
3580,lên,O,O
3581,em,O,O
3581,"ơi,",O,O
3581,tắt,O,B-cm
3581,đèn,O,B-dv
3581,sợi,O,I-dv
3581,đốt,O,E-dv
3581,giúp,O,O
3581,anh,O,O
3581,với,O,O
3582,em,O,O
3582,ơi,O,O
3582,giảm,O,B-cm
3582,cho,O,O
3582,anh,O,O
3582,cái,O,O
3582,ti,O,B-dv
3582,vi,O,E-dv
3582,với,O,O
3583,trợ,O,O
3583,lý,O,O
3583,"ơi,",O,O
3583,tăng,O,B-cm
3583,anh,O,O
3583,cái,O,O
3583,bình,O,B-dv
3583,nóng,O,I-dv
3583,lạnh,O,E-dv
3583,lên,O,O
3583,nhá,O,O
3584,bật,O,B-cm
3584,cho,O,O
3584,anh,O,O
3584,cái,O,O
3584,camera,O,B-dv
3584,lên,O,O
3584,em,O,O
3584,ơi,O,O
3585,giảm,O,B-cm
3585,cho,O,O
3585,anh,O,O
3585,cái,O,O
3585,đèn,O,B-dv
3585,chùm,O,E-dv
3585,ở,O,O
3585,trong,O,O
3585,nhà,O,B-loc
3585,giữ,O,I-loc
3585,đồ,O,I-loc
3585,của,O,I-loc
3585,vy,O,E-loc
3585,em,O,O
3585,nhé,O,O
3586,em,O,O
3586,ơi,O,O
3586,tắt,O,B-cm
3586,giúp,O,O
3586,anh,O,O
3586,cái,O,O
3586,bóng,O,B-dv
3586,âm,O,I-dv
3586,trần,O,E-dv
3586,ở,O,O
3586,hiên,O,B-loc
3586,trước,O,E-loc
3586,nhé,O,O
3586,trời,O,O
3586,sáng,O,O
3586,rồi,O,O
3587,trợ,O,O
3587,lý,O,O
3587,tắt,O,B-cm
3587,cho,O,O
3587,tôi,O,O
3587,cái,O,O
3587,máy,O,B-dv
3587,in,O,E-dv
3587,với,O,O
3588,tôi,O,O
3588,muốn,O,O
3588,bật,O,B-cm
3588,đèn,O,B-dv
3588,thả,O,E-dv
3588,ở,O,O
3588,phòng,O,B-loc
3588,giặt,O,I-loc
3588,là,O,I-loc
3588,số,O,I-loc
3588,5,O,E-loc
3589,bạn,O,O
3589,"ơi,",O,O
3589,kiểm,O,B-cm
3589,tra,O,E-cm
3589,cho,O,O
3589,mình,O,O
3589,cái,O,O
3589,đèn,O,B-dv
3589,ngủ,O,E-dv
3589,ở,O,O
3589,hiên,O,B-loc
3589,trước,O,E-loc
3589,với,O,O
3590,nóng,O,O
3590,"quá,",O,O
3590,tắt,O,B-cm
3590,đèn,O,B-dv
3590,sưởi,O,E-dv
3590,ở,O,O
3590,wc,O,B-loc
3590,giúp,O,O
3590,mình,O,O
3590,với,O,O
3591,em,O,O
3591,"ơi,",O,O
3591,kiểm,O,B-cm
3591,tra,O,E-cm
3591,cho,O,O
3591,chị,O,O
3591,cái,O,O
3591,camera,O,B-dv
3592,mở,O,B-cm
3592,loa,O,O
3592,ở,O,O
3592,tầng,O,B-loc
3592,hầm,O,E-loc
3592,trong,O,O
3592,vòng,O,O
3592,2,O,B-dr
3592,tiếng,O,I-dr
3592,50,O,I-dr
3592,phút,O,E-dr
3592,bạn,O,O
3592,nhé,O,O
3593,tắt,O,B-cm
3593,cho,O,O
3593,anh,O,O
3593,cái,O,O
3593,đèn,O,B-dv
3593,làm,O,I-dv
3593,việc,O,E-dv
3593,với,O,O
3593,anh,O,O
3593,quên,O,O
3593,mất,O,O
3594,em,O,O
3594,không,O,O
3594,thấy,O,O
3594,tối,O,O
3594,à,O,O
3594,tăng,O,B-cm
3594,cho,O,O
3594,anh,O,O
3594,cái,O,O
3594,đèn,O,B-dv
3594,tròn,O,E-dv
3594,lên,O,O
3594,đi,O,O
3595,em,O,O
3595,ơi,O,O
3595,bật,O,B-cm
3595,cho,O,O
3595,anh,O,O
3595,cái,O,O
3595,máy,O,B-dv
3595,hút,O,I-dv
3595,bụi,O,E-dv
3595,với,O,O
3596,bạn,O,O
3596,ơi,O,O
3596,bật,O,B-cm
3596,giúp,O,O
3596,tôi,O,O
3596,cái,O,O
3596,máy,O,B-dv
3596,hút,O,I-dv
3596,bụi,O,E-dv
3596,nhé,O,O
3598,em,O,O
3598,ơi,O,O
3598,bật,O,B-cm
3598,cho,O,O
3598,anh,O,O
3598,cái,O,O
3598,đèn,O,B-dv
3598,âm,O,I-dv
3598,trần,O,E-dv
3598,trong,O,O
3598,wc,O,B-loc
3598,với,O,O
3599,mình,O,O
3599,có,O,O
3599,việc,O,O
3599,đi,O,O
3599,mất,O,O
3599,rồi,O,O
3599,tắt,O,B-cm
3599,giùm,O,O
3599,mình,O,O
3599,cái,O,O
3599,máy,O,B-dv
3599,tính,O,I-dv
3599,xách,O,I-dv
3599,tay,O,E-dv
3599,với,O,O
3600,bạn,O,O
3600,ơi,O,O
3600,kiểm,O,B-cm
3600,tra,O,E-cm
3600,cho,O,O
3600,mình,O,O
3600,cái,O,O
3600,đèn,O,B-dv
3600,tròn,O,E-dv
3601,em,O,O
3601,ơi,O,O
3601,giảm,O,B-cm
3601,cho,O,O
3601,anh,O,O
3601,cái,O,O
3601,bóng,O,B-dv
3601,ở,O,O
3601,phòng,O,B-loc
3601,thờ,O,E-loc
3601,với,O,O
3602,giảm,O,B-cm
3602,hộ,O,O
3602,chị,O,O
3602,cái,O,O
3602,đèn,O,B-dv
3602,hắt,O,I-dv
3602,tường,O,E-dv
3602,"nha,",O,O
3602,chói,O,O
3602,quá,O,O
3603,đèn,O,B-dv
3603,tranh,O,E-dv
3603,ở,O,O
3603,đại,O,B-loc
3603,sảnh,O,E-loc
3603,bị,O,O
3603,sao,O,O
3603,ấy,O,O
3603,em,O,O
3603,kiểm,O,B-cm
3603,tra,O,E-cm
3603,đi,O,O
3604,hey,O,O
3604,"siri,",O,O
3604,tắt,O,B-cm
3604,cái,O,O
3604,máy,O,B-dv
3604,hút,O,I-dv
3604,mùi,O,E-dv
3604,đi,O,O
3605,mở,O,B-cm
3605,cho,O,O
3605,anh,O,O
3605,mấy,O,O
3605,cái,O,O
3605,màn,O,B-dv
3605,cuốn,O,E-dv
3605,em,O,O
3605,nhá,O,O
3606,bạn,O,O
3606,ơi,O,O
3606,bật,O,B-cm
3606,giúp,O,O
3606,mình,O,O
3606,cái,O,O
3606,máy,O,B-dv
3606,tính,O,I-dv
3606,xách,O,I-dv
3606,tay,O,E-dv
3606,nha,O,O
3607,vào,O,O
3607,lúc,O,O
3607,15,O,B-ta
3607,giờ,O,I-ta
3607,16,O,I-ta
3607,phút,O,E-ta
3607,bạn,O,O
3607,giúp,O,O
3607,tôi,O,O
3607,kiểm,O,B-cm
3607,tra,O,E-cm
3607,cái,O,O
3607,đèn,O,B-dv
3607,bàn,O,E-dv
3608,bạn,O,O
3608,tắt,O,B-cm
3608,giúp,O,O
3608,mình,O,O
3608,cái,O,O
3608,máy,O,B-dv
3608,tính,O,I-dv
3608,xách,O,I-dv
3608,tay,O,E-dv
3608,được,O,O
3608,không,O,O
3609,kiểm,O,B-cm
3609,tra,O,E-cm
3609,đèn,O,B-dv
3609,hộ,O,O
3609,anh,O,O
3609,với,O,O
3610,tiếng,O,O
3610,bé,O,O
3610,quá,O,O
3610,bạn,O,O
3610,hỗ,O,O
3610,trợ,O,O
3610,tăng,O,B-cm
3610,cho,O,O
3610,mình,O,O
3610,cái,O,O
3610,radio,O,B-dv
3610,với,O,O
3611,giảm,O,B-cm
3611,hộ,O,O
3611,mình,O,O
3611,cái,O,O
3611,đèn,O,B-dv
3611,hắt,O,I-dv
3611,tường,O,E-dv
3611,đi,O,O
3611,36%,O,B-cv
3611,cho,O,O
3611,nó,O,O
3611,đỡ,O,O
3611,chói,O,O
3611,nhé,O,O
3612,kiểm,O,B-cm
3612,tra,O,E-cm
3612,cho,O,O
3612,mình,O,O
3612,cái,O,O
3612,đèn,O,B-dv
3612,treo,O,I-dv
3612,tường,O,E-dv
3612,trong,O,O
3612,wc,O,B-loc
3612,nhé,O,O
3613,chói,O,O
3613,quá,O,O
3613,giảm,O,B-cm
3613,bóng,O,B-dv
3613,compact,O,E-dv
3613,xuống,O,O
3613,59%,O,B-tn
3613,em,O,O
3613,nhé,O,O
3614,em,O,O
3614,ơi,O,O
3614,kiểm,O,B-cm
3614,tra,O,E-cm
3614,giúp,O,O
3614,anh,O,O
3614,cái,O,O
3614,đèn,O,B-dv
3614,tranh,O,E-dv
3614,ở,O,O
3614,đại,O,B-loc
3614,sảnh,O,E-loc
3615,vòi,O,B-dv
3615,tưới,O,E-dv
3615,sao,O,O
3615,vẫn,O,O
3615,bật,O,O
3615,thế,O,O
3615,"này,",O,O
3615,đóng,O,B-cm
3615,hộ,O,O
3615,mình,O,O
3615,với,O,O
3616,em,O,O
3616,ơi,O,O
3616,tắt,O,B-cm
3616,cho,O,O
3616,anh,O,O
3616,cái,O,O
3616,máy,O,B-dv
3616,chơi,O,I-dv
3616,game,O,E-dv
3616,ở,O,O
3616,phòng,O,B-loc
3616,chờ,O,E-loc
3617,em,O,O
3617,đóng,O,B-cm
3617,ngay,O,O
3617,cho,O,O
3617,anh,O,O
3617,cái,O,O
3617,lò,O,B-dv
3617,vi,O,I-dv
3617,sóng,O,E-dv
3617,trong,O,O
3617,phòng,O,B-loc
3617,bếp,O,E-loc
3617,đi,O,O
3618,bạn,O,O
3618,giúp,O,O
3618,mình,O,O
3618,mở,O,B-cm
3618,cái,O,O
3618,mành,O,B-dv
3618,ở,O,O
3618,phòng,O,B-loc
3618,họp,O,E-loc
3618,được,O,O
3618,không,O,O
3619,đóng,O,B-cm
3619,hộ,O,O
3619,anh,O,O
3619,cái,O,O
3619,vòi,O,B-dv
3619,nước,O,E-dv
3619,trong,O,O
3619,phòng,O,B-loc
3619,tắm,O,E-loc
3619,với,O,O
3620,tắt,O,B-cm
3620,cho,O,O
3620,anh,O,O
3620,cái,O,O
3620,camera,O,B-dv
3620,ở,O,O
3620,trước,O,O
3620,cửa,O,O
3620,nhà,O,O
3620,đi,O,O
3620,em,O,O
3621,em,O,O
3621,ơi,O,O
3621,mở,O,B-cm
3621,giúp,O,O
3621,chị,O,O
3621,cái,O,O
3621,màn,O,B-dv
3621,cuốn,O,E-dv
3621,lên,O,O
3621,nhá,O,O
3622,em,O,O
3622,ơi,O,O
3622,giảm,O,B-cm
3622,cho,O,O
3622,anh,O,O
3622,độ,O,O
3622,sáng,O,O
3622,cái,O,O
3622,đèn,O,B-dv
3622,tuýp,O,E-dv
3622,xuống,O,O
3622,với,O,O
3623,cậu,O,O
3623,ơi,O,O
3623,tắt,O,B-cm
3623,máy,O,B-dv
3623,mát,O,I-dv
3623,xa,O,E-dv
3623,giúp,O,O
3623,mình,O,O
3624,em,O,O
3624,ơi,O,O
3624,tắt,O,B-cm
3624,cho,O,O
3624,anh,O,O
3624,cái,O,O
3624,máy,O,B-dv
3624,chơi,O,I-dv
3624,game,O,E-dv
3624,ở,O,O
3624,phòng,O,B-loc
3624,chờ,O,E-loc
3624,với,O,O
3625,kiểm,O,B-cm
3625,tra,O,E-cm
3625,giúp,O,O
3625,tôi,O,O
3625,đèn,O,B-dv
3625,cổng,O,E-dv
3625,nhá,O,O
3625,tôi,O,O
3625,bật,O,O
3625,mãi,O,O
3625,không,O,O
3625,lên,O,O
3626,tăng,O,B-cm
3626,cho,O,O
3626,mình,O,O
3626,cái,O,O
3626,vòi,O,B-dv
3626,hoa,O,I-dv
